Agency Name,Location Name,Address,City,Zip code,County,Congress Dist,Congressional Full Name,Rep Dist,Rep Full Name,Senate Dist,Senator Full Name,Bldg Status,Year Acquired,Year Constructed,Square Footage,Total Floors,Floors Above Grade,Floors Below Grade,Usage Description,Usage Description 2,Usage Description 3
University of Illinois,University of Illinois Urbana-Champaign,1301 South Oak Street,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1947,1947,3200,1,1,0,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,2301 South Lincoln Avenue,Urbana,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1926,1926,20250,3,3,0,Storage,Storage,Not provided
University of Illinois,University of Illinois Urbana-Champaign,2301 South Lincoln Avenue,Urbana,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1926,1926,10923,2,2,0,Storage,Storage,Not provided
University of Illinois,University of Illinois Urbana-Champaign,2301 South Lincoln Avenue,Urbana,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1910,1910,8450,2,2,0,Storage,Storage,Not provided
University of Illinois,University of Illinois Urbana-Champaign,South Race Street,Urbana,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1949,1949,9600,2,2,0,Storage,Storage,Not provided
University of Illinois,University of Illinois Urbana-Champaign,3305 South Race Street,Urbana,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1966,1966,5863,2,2,0,Storage,Storage,Not provided
University of Illinois,University of Illinois Urbana-Champaign,South Race Street,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1963,1963,1000,1,1,0,Storage,Storage,Not provided
University of Illinois,University of Illinois Urbana-Champaign,South Race Street,Urbana,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1963,1963,1512,1,1,0,Storage,Storage,Not provided
University of Illinois,University of Illinois Urbana-Champaign,South Race Street,Urbana,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1964,1964,5030,1,1,0,Unusual,Unusual,Not provided
University of Illinois,University of Illinois Urbana-Champaign,South Race Street,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1964,1964,1392,1,1,0,Storage,Storage,Not provided
University of Illinois,University of Illinois Urbana-Champaign,South Race Street,Urbana,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1978,1978,720,1,1,0,Storage,Storage,Not provided
University of Illinois,University of Illinois Urbana-Champaign,South Race Street,Urbana,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1964,1964,336,1,1,0,Unusual,Storage,Not provided
University of Illinois,University of Illinois Urbana-Champaign,South Race Street,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1966,1966,704,1,1,0,Industrial,Storage,Not provided
University of Illinois,University of Illinois Urbana-Champaign,South Race Street,Urbana,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1968,1968,2910,1,1,0,Storage,Storage,Not provided
University of Illinois,University of Illinois Urbana-Champaign,3105 South Race Street,Urbana,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,0,0,2000,1,1,0,Unusual,Business,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1910 Griffith,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1975,1975,3528,1,1,0,Storage,Storage,Not provided
University of Illinois,University of Illinois Urbana-Champaign,411 St. Mary's Road,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1926,1926,12624,2,2,0,Storage,Storage,Not provided
University of Illinois,University of Illinois Urbana-Champaign,Hazelwood Drive,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1929,1929,12059,5,4,1,Unusual,Unusual,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1201 St. Mary's Road,Urbana,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1910,1910,5695,3,2,1,Storage,Storage,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1201 East St. Mary's Road,Urbana,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1910,1910,5655,2,2,0,Storage,Storage,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1201 East St. Mary's Road,Urbana,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1910,1910,10044,2,2,0,Storage,Storage,Not provided
University of Illinois,University of Illinois Urbana-Champaign,East St. Mary's Road,Urbana,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1917,1917,4896,4,3,1,Unusual,Storage,Not provided
University of Illinois,University of Illinois Urbana-Champaign,3105 South Race Street,Urbana,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1967,1967,7434,2,2,0,Unusual,Business,Not provided
University of Illinois,University of Illinois Urbana-Champaign,2911 South Lincoln Avenue,Urbana,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,2002,2002,5760,1,1,0,Storage,Storage,Not provided
University of Illinois,University of Illinois Urbana-Champaign,2909 South Lincoln Avenue,Urbana,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,2002,2002,5760,1,1,0,Storage,Storage,Not provided
University of Illinois,University of Illinois Urbana-Champaign,60 Hazelwood Drive,Champaign,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,2003,2003,50840,3,3,0,Business,Business,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1206 West Gregory Drive,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,2006,2006,180000,6,5,1,Education,Education,Not provided
University of Illinois,University of Illinois Urbana-Champaign,301 North Goodwin,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,2005,2005,140000,4,4,0,Business,Education,Not provided
University of Illinois,University of Illinois Urbana-Champaign,2204 Griffith Drive,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1985,1985,3045,1,1,0,Storage,Storage,Not provided
University of Illinois,University of Illinois Urbana-Champaign,2204 Griffith Drive,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1967,1967,10519,1,1,0,Business,Business,Not provided
University of Illinois,University of Illinois Urbana-Champaign,2204 Griffith Drive,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1967,1967,8349,1,1,0,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,2204 Griffith Drive,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1967,1967,10145,1,1,0,Assembly,Assembly,Not provided
University of Illinois,University of Illinois Urbana-Champaign,2204 Griffith Drive,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1967,1967,11700,1,1,0,Business,Business,Not provided
University of Illinois,University of Illinois Urbana-Champaign,2204 Griffith Drive,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1967,1967,11700,1,1,0,Business,Business,Not provided
University of Illinois,University of Illinois Urbana-Champaign,2204 Griffith Drive,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1967,1967,11700,1,1,0,Business,Business,Not provided
University of Illinois,University of Illinois Urbana-Champaign,2204 Griffith Drive,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1985,1985,4893,1,1,0,Storage,Storage,Not provided
University of Illinois,University of Illinois Urbana-Champaign,2204 Griffith Drive,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1987,1987,5513,1,1,0,Business,Business,Not provided
University of Illinois,University of Illinois Urbana-Champaign,2204 Griffith Drive,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1989,1989,4992,1,1,0,Storage,Storage,Not provided
University of Illinois,University of Illinois Urbana-Champaign,University Of Illinois,Champaign,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1940,1940,341100,2,1,1,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1910 South Giriffith Drive,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1977,1977,3360,1,1,0,Storage,Storage,Industrial
University of Illinois,University of Illinois Urbana-Champaign,1910 South Giriffith Drive,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1975,1975,3540,1,1,0,Storage,Storage,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1910 South Giriffith Drive,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1979,1979,3696,1,1,0,Storage,Storage,Industrial
University of Illinois,University of Illinois Urbana-Champaign,1910 South Giriffith Drive,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1981,1981,3360,1,1,0,Storage,Storage,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1 East Hazelwood Drive,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1990,1989,48533,2,2,0,Industrial,Business,Not provided
Department of Transportation,Champaign Maintenance Storage Facility - Champaign County,201 Eisner Road,Champaign,61822,Champaign,13,Rodney L. Davis,104,Hays Chad,52,Scott M. Bennett,In Use,1959,1959,6836,1,1,0,Industrial,Industrial,Business
Department of Transportation,Champaign Maintenance Storage Facility - Champaign County,201 Eisner Road,Champaign,61822,Champaign,13,Rodney L. Davis,104,Hays Chad,52,Scott M. Bennett,In Use,1959,1959,8856,1,1,0,Industrial,Industrial,Not provided
Department of Transportation,Champaign Maintenance Storage Facility - Champaign County,201 Eisner Road,Champaign,61822,Champaign,13,Rodney L. Davis,104,Hays Chad,52,Scott M. Bennett,In Use,1959,1959,3000,1,1,0,Storage,Storage,Not provided
Department of Transportation,Leverett Road/North I-57 - Champaign,"R.r. 4, Box 85",Champaign,61820,Champaign,15,John Shimkus,104,Hays Chad,52,Scott M. Bennett,In Use,1968,1968,8640,1,1,0,Industrial,Industrial,Business
Department of Transportation,Leverett Road/North I-57 - Champaign,"R.r. 4, Box 85",Champaign,61820,Champaign,15,John Shimkus,104,Hays Chad,52,Scott M. Bennett,In Use,1968,1968,5040,1,1,0,Storage,Storage,Not provided
Department of Transportation,Leverett Road/North I-57 - Champaign,"R.r. 4, Box 85",Champaign,61820,Champaign,15,John Shimkus,104,Hays Chad,52,Scott M. Bennett,In Use,1985,1985,3024,1,1,0,Storage,Storage,Not provided
Department of Transportation,Leverett Road/North I-57 - Champaign,"R.r. 4, Box 85",Champaign,61820,Champaign,15,John Shimkus,104,Hays Chad,52,Scott M. Bennett,In Use,1996,1996,3116,1,1,0,Storage,Storage,Not provided
Department of Transportation,Monticello Maintenance Storage Facility,Route 47,Monticello,61856,Piatt,13,Rodney L. Davis,101,Mitchell Bill,51,Chapin Rose,In Use,1976,1976,8320,1,1,0,Storage,Storage,Business
Department of Transportation,Monticello Maintenance Storage Facility,Route 47,Monticello,61856,Piatt,13,Rodney L. Davis,101,Mitchell Bill,51,Chapin Rose,In Use,1976,1976,3600,1,1,0,Storage,Storage,Not provided
Department of Transportation,Monticello Maintenance Storage Facility,Route 47,Monticello,61856,Piatt,13,Rodney L. Davis,101,Mitchell Bill,51,Chapin Rose,In Use,1985,1985,3024,1,1,0,Storage,Storage,Not provided
Department of Transportation,Monticello Maintenance Storage Facility,Route 47,Monticello,61856,Piatt,13,Rodney L. Davis,101,Mitchell Bill,51,Chapin Rose,In Use,1997,1997,4069,1,1,0,Storage,Storage,Not provided
Department of Transportation,Champaign Maintenance Storage Facility - Champaign County,201 Eisner Road,Champaign,61822,Champaign,13,Rodney L. Davis,104,Hays Chad,52,Scott M. Bennett,In Use,1998,1998,4032,1,1,0,Storage,Storage,Not provided
Department of Transportation,Champaign Maintenance Storage Facility - Champaign County,201 Eisner Road,Champaign,61822,Champaign,13,Rodney L. Davis,104,Hays Chad,52,Scott M. Bennett,In Use,1985,1985,5278,1,1,0,Storage,Storage,Not provided
Department of Military Affairs,Champaign Armory - Champaign County,109 East Park Street,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1938,1938,19370,3,2,1,Assembly,Assembly,Not provided
Department of Military Affairs,Urbana Armory - Champaign County,600 East University,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1938,1938,75037,4,3,1,Assembly,Assembly,Not provided
Department of Military Affairs,Urbana Armory - Champaign County,600 East University,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1950,1950,12272,1,1,0,Storage,Storage,Industrial
Department of Military Affairs,Urbana Armory - Champaign County,600 East University,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1950,1950,12272,1,1,0,Storage,Storage,Not provided
Department of Military Affairs,Urbana Armory - Champaign County,600 East University,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1950,1950,12272,1,1,0,Storage,Storage,Not provided
Department of Military Affairs,Urbana Armory - Champaign County,600 East University,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1983,1983,120,1,1,0,Industrial,Industrial,Not provided
Department of Military Affairs,Urbana Armory - Champaign County,600 East University,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1992,1992,192,1,1,0,Storage,Storage,Not provided
Department of Central Management Services,Champaign Regional Office Building,2125 South First Street,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1968,1968,55005,3,2,1,Business,Business,Not provided
Department of Central Management Services,Champaign State Garage - Champaign County,"P.o. Box 337, N Mkt&eisner Rd",Champaign,61820,Champaign,13,Rodney L. Davis,104,Hays Chad,52,Scott M. Bennett,In Use,1959,1959,10710,2,2,0,Industrial,Industrial,Business
University of Illinois,University of Illinois Urbana-Champaign,607 South Mathews Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1900,1900,107660,6,5,1,Assembly,Business,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1301 S Goodwind Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1905,1906,12200,4,3,1,Storage,Storage,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1103 South Sixth Street,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1957,1957,31639,3,3,0,Assembly,Assembly,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1402 West Springfield Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1890,1890,27409,3,2,1,Assembly,Assembly,Not provided
University of Illinois,University of Illinois Urbana-Champaign,505 E Armory Ave,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1914,1915,283194,8,7,1,Assembly,Assembly,Not provided
University of Illinois,University of Illinois Urbana-Champaign,709 S Mathews Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1907,1908,47656,5,4,1,Assembly,Assembly,Not provided
University of Illinois,University of Illinois Urbana-Champaign,601 South Mathews Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1930,1931,41217,6,5,1,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,505 South Mathews Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1902,1902,214000,7,6,1,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,104 S Wright St,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1929,1929,108513,5,4,1,Industrial,Industrial,Business
University of Illinois,University of Illinois Urbana-Champaign,406 East Armory Avenue,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1931,1931,56060,3,2,1,Assembly,Assembly,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1308 West Green Street,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1896,1896,93000,7,6,1,Education,Business,Education
University of Illinois,University of Illinois Urbana-Champaign,1011 West Springfield Avenue,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1971,1963,26726,3,3,0,Business,Business,Industrial
University of Illinois,University of Illinois Urbana-Champaign,1208 West Peabody Dr,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1905,1907,48287,4,3,1,Storage,Storage,Business
University of Illinois,University of Illinois Urbana-Champaign,1107 South Dorner Drive,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1913,1914,10998,4,3,1,Education,Education,Not provided
University of Illinois,University of Illinois Urbana-Champaign,301 East Hazelwood Dr,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1962,1961,5036,1,1,0,Education,Education,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1402 West Springfield Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1902,1902,50672,5,4,1,Assembly,Assembly,Not provided
University of Illinois,University of Illinois Urbana-Champaign,205 North Mathews Avenue,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1967,1967,180450,7,6,1,Industrial,Industrial,Business
University of Illinois,University of Illinois Urbana-Champaign,1305 West Green Street,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1878,1878,33071,5,4,1,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1409 West Green Street,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1896,1897,73160,6,5,1,Assembly,Assembly,Not provided
University of Illinois,University of Illinois Urbana-Champaign,702 South Wright Street,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1911,1911,166742,6,5,1,Assembly,Assembly,Business
University of Illinois,University of Illinois Urbana-Champaign,101 South Goodwin Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1913,1912,15262,4,3,1,Education,Education,Not provided
University of Illinois,University of Illinois Urbana-Champaign,105 South Mathews Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1905,1906,67677,6,5,1,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,609 East Curtis Rd,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1966,1966,5916,1,1,0,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1301 West Green Street,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1909,1892,142281,5,5,0,Education,Education,Industrial
University of Illinois,University of Illinois Urbana-Champaign,901 South Mathews Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1896,1896,13401,4,3,1,Assembly,Assembly,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1304 West Green Street,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1908,1908,102521,6,5,1,Industrial,Industrial,Business
University of Illinois,University of Illinois Urbana-Champaign,1103 South Dorner Drive,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1918,1914,9050,4,3,1,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,103 South Mathews Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1910,1911,45072,6,5,1,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1406 West Green Street,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1949,1949,124946,6,5,1,Business,Business,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1114 West Nevada Street,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1972,1968,96362,7,6,1,Business,Business,Assembly
University of Illinois,University of Illinois Urbana-Champaign,1402 West Pennsylvania Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1914,1915,38467,2,2,0,Assembly,Assembly,Unusual
University of Illinois,University of Illinois Urbana-Champaign,1408 West Gregory Drive,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1926,1924,596000,13,12,1,Assembly,Assembly,Not provided
University of Illinois,University of Illinois Urbana-Champaign,104 South Mathews Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1912,1912,51944,7,6,1,Assembly,Assembly,Business
University of Illinois,University of Illinois Urbana-Champaign,810 South Wright Street,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1939,1940,109393,7,6,1,Assembly,Assembly,Not provided
University of Illinois,University of Illinois Urbana-Champaign,608 South Wright Street,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1905,1905,132146,5,4,1,Assembly,Assembly,Not provided
University of Illinois,University of Illinois Urbana-Champaign,506 South Wright Street,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1915,1913,148780,6,5,1,Business,Business,Not provided
University of Illinois,University of Illinois Urbana-Champaign,201 South Goodwin Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1932,1932,9411,1,1,0,Industrial,Industrial,Business
University of Illinois,University of Illinois Urbana-Champaign,608 E Lorado Taft Dr,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1927,1927,77204,6,5,1,Business,Business,Not provided
University of Illinois,University of Illinois Urbana-Champaign,500 South Goodwin Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1968,1968,265486,11,8,3,Assembly,Assembly,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1407 West Gregory Dr,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1926,1926,80434,6,5,1,Assembly,Assembly,Not provided
University of Illinois,University of Illinois Urbana-Champaign,105 South Goodwin Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1916,1916,56120,6,5,1,Education,Education,Business
University of Illinois,University of Illinois Urbana-Champaign,608 East Healey Street,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1916,1915,22111,5,4,1,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1301 West Lorado Taft Dr,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1915,1917,8022,1,1,0,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1206 South Fourth Street,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1926,1926,141175,6,5,1,Assembly,Assembly,Business
University of Illinois,University of Illinois Urbana-Champaign,607 East Gregory Drive,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1904,1905,11896,4,3,1,Assembly,Assembly,Not provided
University of Illinois,University of Illinois Urbana-Champaign,805 South Mathews Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1921,1922,65876,6,5,1,Assembly,Assembly,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1212 West Springfield Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1920,1917,46950,6,5,1,Education,Education,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1105 West Nevada Street,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1956,1954,32360,4,3,1,Education,Education,Business
University of Illinois,University of Illinois Urbana-Champaign,1207 West Stoughton Street,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1930,1929,5755,4,3,1,Assembly,Assembly,Not provided
University of Illinois,University of Illinois Urbana-Champaign,906 South Goodwing Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1931,1931,98512,6,5,1,Assembly,Assembly,Business
University of Illinois,University of Illinois Urbana-Champaign,721 South Wright Street,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1908,1908,40984,6,5,1,Business,Business,Not provided
University of Illinois,University of Illinois Urbana-Champaign,104 South Goodwin Ave,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1966,1960,135671,7,6,1,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1110 West Green Street,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1959,1959,191600,7,6,1,Business,Business,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1707  South Orchard Street,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1924,1923,47493,5,4,1,Industrial,Industrial,Not provided
University of Illinois,University of Illinois Urbana-Champaign,1301 West Gregory Drive,Urbana,61801,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1923,1924,99092,7,6,1,Education,Education,Assembly
University of Illinois,University of Illinois Urbana-Champaign,713 South Wright Street,Champaign,61820,Champaign,13,Rodney L. Davis,103,Ammons Carol,52,Scott M. Bennett,In Use,1912,1912,31683,4,4,0,Mercantile,Mercantile,Business
